provider_id,provider_name,provider_region,provider_network_status,provider_contract_type,provider_risk_tier,provider_group,provider_start_date
P2618,Dr. Elizabeth Anderson,South,In-Network,Value-Based,High,Academic,6/16/2022
P2619,Dr. William Jones,West,In-Network,Capitated,High,Group A,4/7/2015
P2620,Dr. Patricia Williams,Northeast,Out-of-Network,Fee-for-Service,Medium,Academic,6/21/2015
P2621,Dr. Patricia Williams,Midwest,In-Network,Value-Based,High,Group A,9/29/2025
P2622,Dr. David Wilson,Northeast,In-Network,Capitated,Low,Group C,2/6/2020
P2623,Dr. Michael Garcia,Northeast,In-Network,Shared Savings,Low,Academic,7/17/2022
P2624,Dr. Barbara Garcia,South,In-Network,Capitated,Medium,Independent,5/13/2024
P2625,Dr. Michael Garcia,South,Out-of-Network,Fee-for-Service,Low,Independent,10/30/2025
P2626,Dr. Robert Anderson,West,Out-of-Network,Capitated,Medium,Academic,11/29/2023
P2627,Dr. Jennifer Taylor,West,In-Network,Shared Savings,Medium,Group B,2/19/2015
P2628,Dr. Elizabeth Taylor,South,In-Network,Capitated,Medium,Academic,4/7/2023
P2629,Dr. Jennifer Garcia,Northeast,In-Network,Shared Savings,Low,Group C,1/16/2015
P2630,Dr. James Brown,West,Out-of-Network,Capitated,Medium,Group C,2/7/2024
P2631,Dr. Mary Johnson,South,In-Network,Capitated,High,Group B,8/24/2020
P2632,Dr. John Taylor,West,In-Network,Value-Based,Medium,Group C,8/30/2017
P2633,Dr. Richard Thomas,West,Out-of-Network,Capitated,High,Group B,8/21/2016
P2634,Dr. Mary Wilson,South,Out-of-Network,Capitated,Low,Group B,12/13/2015
P2635,Dr. Elizabeth Miller,Midwest,Out-of-Network,Capitated,Low,Academic,9/12/2017
P2636,Dr. Jennifer Williams,South,Out-of-Network,Shared Savings,Medium,Group B,6/29/2019
P2637,Dr. Michael Smith,South,Out-of-Network,Shared Savings,High,Group B,8/22/2019
P2638,Dr. John Wilson,West,Out-of-Network,Capitated,Low,Group B,4/6/2022
P2639,Dr. Robert Anderson,Northeast,In-Network,Value-Based,High,Group B,11/22/2021
P2640,Dr. Robert Davis,Midwest,Out-of-Network,Fee-for-Service,High,Independent,1/7/2019
P2641,Dr. John Johnson,West,Out-of-Network,Shared Savings,Low,Group A,12/13/2017
P2642,Dr. William Anderson,Northeast,In-Network,Capitated,Low,Group A,4/8/2017
P2643,Dr. Patricia Brown,Midwest,In-Network,Fee-for-Service,Low,Group C,2/21/2020
P2644,Dr. David Smith,Midwest,In-Network,Capitated,Medium,Academic,6/9/2022
P2645,Dr. Susan Garcia,West,In-Network,Capitated,Low,Academic,7/20/2021
P2646,Dr. John Davis,West,Out-of-Network,Capitated,High,Academic,9/5/2016
P2647,Dr. Mary Davis,South,Out-of-Network,Fee-for-Service,High,Group B,10/20/2018
P2648,Dr. Linda Williams,South,Out-of-Network,Fee-for-Service,Low,Group A,6/22/2016
P2649,Dr. Barbara Davis,Northeast,Out-of-Network,Shared Savings,Low,Group B,1/3/2017
P2650,Dr. James Wilson,West,Out-of-Network,Value-Based,Medium,Academic,4/12/2016
P2651,Dr. Patricia Garcia,West,In-Network,Fee-for-Service,Medium,Academic,9/6/2018
P2652,Dr. David Taylor,West,Out-of-Network,Capitated,Low,Academic,4/14/2019
P2653,Dr. James Davis,South,Out-of-Network,Fee-for-Service,Medium,Independent,2/20/2023
P2654,Dr. John Taylor,Northeast,Out-of-Network,Capitated,High,Independent,9/4/2023
P2655,Dr. Patricia Thomas,Northeast,In-Network,Fee-for-Service,Low,Independent,4/15/2015
P2656,Dr. John Miller,Northeast,Out-of-Network,Capitated,High,Group A,7/4/2016
P2657,Dr. Patricia Smith,Northeast,Out-of-Network,Capitated,Low,Independent,9/3/2018
P2658,Dr. Barbara Taylor,Midwest,Out-of-Network,Capitated,Medium,Group B,11/2/2015
P2659,Dr. Patricia Taylor,West,In-Network,Value-Based,Low,Group B,8/13/2021
P2660,Dr. Robert Garcia,South,Out-of-Network,Value-Based,High,Independent,3/28/2021
P2661,Dr. Elizabeth Williams,Midwest,Out-of-Network,Shared Savings,Low,Group A,8/28/2020
P2662,Dr. Linda Miller,West,Out-of-Network,Capitated,Medium,Group B,10/26/2020
P2663,Dr. Susan Smith,Northeast,Out-of-Network,Shared Savings,High,Group B,9/18/2023
P2664,Dr. Susan Miller,West,In-Network,Shared Savings,High,Group B,11/28/2016
P2665,Dr. Elizabeth Williams,South,In-Network,Shared Savings,Low,Group B,2/7/2024
P2666,Dr. Susan Brown,Midwest,In-Network,Fee-for-Service,Low,Academic,5/4/2019
P2667,Dr. Elizabeth Wilson,Midwest,In-Network,Capitated,High,Group C,5/10/2018
P2668,Dr. Susan Thomas,South,Out-of-Network,Fee-for-Service,Low,Academic,2/27/2022
P2669,Dr. James Miller,Midwest,Out-of-Network,Fee-for-Service,High,Group A,10/12/2023
P2670,Dr. William Wilson,Midwest,In-Network,Capitated,High,Independent,12/23/2022
P2671,Dr. Elizabeth Anderson,Midwest,In-Network,Capitated,Medium,Academic,9/3/2020
P2672,Dr. William Taylor,Northeast,Out-of-Network,Value-Based,High,Group A,12/10/2023
P2673,Dr. John Jones,Midwest,Out-of-Network,Shared Savings,High,Group C,9/7/2017
P2674,Dr. Robert Williams,Northeast,In-Network,Capitated,Low,Independent,7/25/2020
P2675,Dr. Elizabeth Miller,Northeast,In-Network,Value-Based,Low,Group A,10/31/2015
P2676,Dr. Linda Thomas,South,Out-of-Network,Shared Savings,High,Independent,12/8/2022
P2677,Dr. Michael Anderson,South,In-Network,Capitated,High,Independent,1/12/2019
P2678,Dr. James Johnson,West,In-Network,Value-Based,Medium,Group A,9/28/2015
P2679,Dr. Barbara Garcia,Midwest,In-Network,Capitated,High,Independent,1/16/2025
P2680,Dr. Elizabeth Davis,West,Out-of-Network,Fee-for-Service,Medium,Group A,9/30/2019
P2681,Dr. Patricia Taylor,South,In-Network,Capitated,High,Group C,2/14/2021
P2682,Dr. John Smith,West,Out-of-Network,Shared Savings,High,Group B,2/25/2019
P2683,Dr. Jennifer Johnson,West,In-Network,Value-Based,Medium,Independent,9/26/2017
P2684,Dr. Richard Garcia,South,In-Network,Fee-for-Service,High,Independent,9/17/2022
P2685,Dr. Jennifer Smith,Midwest,Out-of-Network,Value-Based,Medium,Group B,9/20/2022
P2686,Dr. David Davis,Midwest,Out-of-Network,Capitated,Low,Independent,10/12/2018
P2687,Dr. Jennifer Jones,Midwest,Out-of-Network,Value-Based,Medium,Group C,3/3/2022
P2688,Dr. Susan Garcia,West,Out-of-Network,Shared Savings,Low,Academic,7/18/2017
P2689,Dr. James Williams,West,Out-of-Network,Value-Based,Medium,Group C,2/1/2026
P2690,Dr. James Anderson,West,In-Network,Capitated,High,Group C,11/7/2020
P2691,Dr. Robert Anderson,Midwest,In-Network,Fee-for-Service,Low,Independent,7/21/2016
P2692,Dr. Michael Brown,West,Out-of-Network,Fee-for-Service,High,Group A,9/25/2024
P2693,Dr. Susan Williams,South,Out-of-Network,Capitated,Low,Group C,7/29/2024
P2694,Dr. Linda Smith,Northeast,In-Network,Value-Based,Low,Group B,5/27/2023
P2695,Dr. Richard Johnson,Midwest,In-Network,Fee-for-Service,Medium,Group B,8/7/2020
P2696,Dr. Linda Thomas,South,Out-of-Network,Fee-for-Service,Medium,Group C,7/29/2021
P2697,Dr. Elizabeth Brown,West,Out-of-Network,Shared Savings,Medium,Group A,5/20/2022
P2698,Dr. Elizabeth Johnson,Midwest,Out-of-Network,Shared Savings,Low,Group C,8/26/2016
P2699,Dr. Robert Jones,Northeast,Out-of-Network,Value-Based,High,Group C,2/15/2015
P2700,Dr. Jennifer Smith,Midwest,Out-of-Network,Shared Savings,Low,Group C,9/6/2023
P2701,Dr. Barbara Miller,Northeast,Out-of-Network,Shared Savings,High,Group A,11/12/2024
P2702,Dr. Mary Jones,Northeast,In-Network,Fee-for-Service,Low,Group C,6/8/2016
P2703,Dr. Jennifer Taylor,West,Out-of-Network,Fee-for-Service,High,Group B,5/21/2025
P2704,Dr. Barbara Brown,West,Out-of-Network,Shared Savings,Medium,Group C,2/4/2019
P2705,Dr. John Miller,Northeast,In-Network,Capitated,High,Independent,12/18/2021
P2706,Dr. David Jones,South,In-Network,Fee-for-Service,Medium,Group A,1/17/2021
P2707,Dr. Patricia Williams,South,In-Network,Value-Based,High,Group B,6/27/2025
P2708,Dr. Michael Wilson,South,Out-of-Network,Capitated,Low,Group C,12/8/2025
P2709,Dr. Patricia Taylor,South,Out-of-Network,Value-Based,Medium,Independent,5/15/2021
P2710,Dr. Linda Johnson,South,Out-of-Network,Shared Savings,High,Group A,6/16/2022
P2711,Dr. Barbara Miller,Midwest,Out-of-Network,Fee-for-Service,Medium,Group B,8/15/2025
P2712,Dr. Mary Davis,Northeast,Out-of-Network,Fee-for-Service,High,Group B,2/4/2018
P2713,Dr. Barbara Wilson,Northeast,In-Network,Value-Based,Medium,Group B,12/12/2016
P2714,Dr. Robert Smith,South,In-Network,Value-Based,Medium,Group A,10/3/2017
P2715,Dr. David Thomas,Midwest,Out-of-Network,Value-Based,Low,Group C,5/11/2024
P2716,Dr. David Smith,Midwest,In-Network,Fee-for-Service,High,Group A,10/30/2023
P2717,Dr. Michael Wilson,Midwest,In-Network,Fee-for-Service,Medium,Group B,11/4/2025
P2718,Dr. Patricia Taylor,West,In-Network,Fee-for-Service,Medium,Academic,3/8/2016
P2719,Dr. Mary Williams,South,In-Network,Capitated,Medium,Academic,11/14/2020
P2720,Dr. Michael Williams,Northeast,Out-of-Network,Shared Savings,Medium,Group C,1/1/2021
P2721,Dr. Susan Thomas,Northeast,In-Network,Fee-for-Service,Medium,Academic,11/11/2024
P2722,Dr. Robert Miller,Midwest,Out-of-Network,Capitated,High,Group B,5/23/2022
P2723,Dr. Richard Garcia,West,Out-of-Network,Fee-for-Service,Low,Group B,1/10/2022
P2724,Dr. John Williams,South,In-Network,Shared Savings,High,Group C,8/26/2021
P2725,Dr. Susan Miller,West,Out-of-Network,Fee-for-Service,Low,Group B,4/24/2020
P2726,Dr. Patricia Davis,South,Out-of-Network,Capitated,Medium,Group B,6/13/2025
P2727,Dr. Michael Brown,West,In-Network,Capitated,High,Academic,10/2/2021
P2728,Dr. Susan Wilson,Northeast,In-Network,Fee-for-Service,Low,Group B,4/11/2024
P2729,Dr. Mary Davis,Northeast,In-Network,Capitated,High,Academic,3/26/2019
P2730,Dr. Richard Smith,Midwest,Out-of-Network,Fee-for-Service,Low,Group B,1/20/2022
P2731,Dr. Susan Davis,Northeast,In-Network,Fee-for-Service,High,Group A,3/16/2020
P2732,Dr. Barbara Brown,West,Out-of-Network,Fee-for-Service,Medium,Independent,10/1/2023
P2733,Dr. Patricia Davis,West,In-Network,Capitated,Low,Group C,3/16/2018
P2734,Dr. William Thomas,Northeast,In-Network,Shared Savings,Medium,Group C,4/19/2016
P2735,Dr. Linda Anderson,Northeast,Out-of-Network,Capitated,Medium,Group C,3/29/2022
P2736,Dr. Elizabeth Garcia,West,In-Network,Fee-for-Service,High,Group B,2/8/2016
P2737,Dr. John Brown,South,Out-of-Network,Shared Savings,Medium,Group A,8/24/2020
P2738,Dr. William Garcia,Northeast,In-Network,Shared Savings,High,Group C,1/24/2021
P2739,Dr. John Williams,Northeast,Out-of-Network,Shared Savings,High,Group A,7/21/2023
P2740,Dr. Linda Miller,Northeast,Out-of-Network,Value-Based,Medium,Academic,8/11/2023
P2741,Dr. Patricia Thomas,South,In-Network,Value-Based,Low,Academic,5/12/2024
P2742,Dr. Mary Williams,West,In-Network,Capitated,High,Group A,10/27/2017
P2743,Dr. John Thomas,Northeast,Out-of-Network,Value-Based,High,Independent,8/18/2021
P2744,Dr. Mary Anderson,West,In-Network,Shared Savings,Low,Group B,8/11/2019
P2745,Dr. Jennifer Wilson,Northeast,In-Network,Shared Savings,High,Group B,5/16/2015
P2746,Dr. David Davis,West,Out-of-Network,Value-Based,High,Group A,4/18/2023
P2747,Dr. Jennifer Garcia,Midwest,In-Network,Shared Savings,Low,Independent,7/28/2019
P2748,Dr. Michael Johnson,Midwest,Out-of-Network,Fee-for-Service,Medium,Group C,9/28/2021
P2749,Dr. David Smith,Midwest,In-Network,Fee-for-Service,High,Academic,9/6/2020
P2750,Dr. Michael Taylor,Midwest,Out-of-Network,Fee-for-Service,Low,Group C,7/24/2017
P2751,Dr. Barbara Garcia,West,In-Network,Capitated,High,Group B,12/30/2018
P2752,Dr. Linda Miller,Midwest,Out-of-Network,Value-Based,High,Group A,11/16/2021
P2753,Dr. Mary Garcia,West,Out-of-Network,Shared Savings,Low,Group C,5/17/2015
P2754,Dr. James Brown,Northeast,Out-of-Network,Capitated,High,Group B,3/14/2025
P2755,Dr. David Garcia,Midwest,In-Network,Capitated,Medium,Group B,6/24/2015
P2756,Dr. David Anderson,South,Out-of-Network,Fee-for-Service,Low,Independent,12/21/2023
P2757,Dr. Barbara Johnson,West,In-Network,Fee-for-Service,High,Academic,5/13/2019
P2758,Dr. Elizabeth Miller,South,Out-of-Network,Value-Based,High,Academic,9/5/2017
P2759,Dr. Robert Miller,Northeast,Out-of-Network,Shared Savings,Medium,Group A,10/19/2016
P2760,Dr. Patricia Johnson,Midwest,Out-of-Network,Value-Based,Medium,Independent,3/12/2020
P2761,Dr. William Miller,Midwest,In-Network,Capitated,Medium,Group C,3/10/2026
P2762,Dr. Elizabeth Thomas,Midwest,In-Network,Capitated,Low,Group B,12/24/2021
P2763,Dr. Robert Smith,Midwest,In-Network,Shared Savings,High,Independent,4/14/2015
P2764,Dr. Jennifer Brown,West,Out-of-Network,Value-Based,Medium,Group C,3/25/2020
P2765,Dr. James Williams,South,In-Network,Capitated,High,Independent,3/22/2018
P2766,Dr. Richard Brown,South,In-Network,Fee-for-Service,Medium,Group A,2/21/2016
P2767,Dr. Michael Jones,South,In-Network,Capitated,High,Independent,7/4/2020
P2768,Dr. Barbara Miller,West,In-Network,Shared Savings,High,Academic,7/8/2015
P2769,Dr. Mary Johnson,West,Out-of-Network,Shared Savings,High,Group A,1/22/2026
P2770,Dr. Robert Wilson,West,In-Network,Capitated,Medium,Academic,12/27/2021
P2771,Dr. Michael Williams,Northeast,In-Network,Shared Savings,Low,Academic,9/9/2021
P2772,Dr. Linda Williams,West,In-Network,Fee-for-Service,Low,Group C,12/31/2024
P2773,Dr. Susan Smith,South,In-Network,Fee-for-Service,Medium,Group C,6/11/2020
P2774,Dr. John Miller,Midwest,In-Network,Capitated,Medium,Academic,10/2/2025
P2775,Dr. William Taylor,Midwest,In-Network,Fee-for-Service,High,Academic,9/28/2020
P2776,Dr. Richard Taylor,South,Out-of-Network,Capitated,Low,Academic,6/8/2015
P2777,Dr. Richard Johnson,Midwest,In-Network,Capitated,Low,Group A,8/22/2019
P2778,Dr. Linda Jones,South,Out-of-Network,Shared Savings,Medium,Independent,10/10/2019
P2779,Dr. Barbara Davis,West,In-Network,Value-Based,High,Independent,6/7/2020
P2780,Dr. William Anderson,West,In-Network,Capitated,High,Independent,3/2/2015
P2781,Dr. Richard Taylor,West,Out-of-Network,Value-Based,High,Group C,5/31/2025
P2782,Dr. Patricia Davis,Midwest,In-Network,Shared Savings,Medium,Group C,2/2/2018
P2783,Dr. David Miller,Midwest,Out-of-Network,Value-Based,Low,Group A,9/17/2021
P2784,Dr. Barbara Johnson,South,In-Network,Value-Based,High,Group A,4/1/2025
P2785,Dr. Barbara Miller,Midwest,Out-of-Network,Shared Savings,Low,Academic,6/27/2016
P2786,Dr. Linda Thomas,Northeast,In-Network,Value-Based,Medium,Group A,12/13/2021
P2787,Dr. Richard Jones,South,In-Network,Shared Savings,Medium,Group C,3/7/2015
P2788,Dr. Jennifer Wilson,Northeast,Out-of-Network,Fee-for-Service,Medium,Group A,5/3/2018
P2789,Dr. Patricia Anderson,South,In-Network,Capitated,Low,Independent,8/6/2019
P2790,Dr. James Garcia,West,In-Network,Value-Based,Medium,Group C,4/8/2020
P2791,Dr. John Jones,Midwest,In-Network,Capitated,Medium,Group C,11/1/2019
P2792,Dr. Linda Smith,Northeast,Out-of-Network,Fee-for-Service,Medium,Group C,4/1/2015
P2793,Dr. John Thomas,Midwest,Out-of-Network,Capitated,Medium,Group B,11/17/2017
P2794,Dr. John Thomas,West,Out-of-Network,Value-Based,Low,Group A,11/23/2020
P2795,Dr. Michael Wilson,Northeast,Out-of-Network,Value-Based,Low,Group A,9/11/2024
P2796,Dr. Mary Jones,South,In-Network,Fee-for-Service,High,Group A,10/30/2023
P2797,Dr. Patricia Davis,South,In-Network,Fee-for-Service,High,Group B,11/28/2016
P2798,Dr. Mary Williams,Midwest,In-Network,Fee-for-Service,Medium,Academic,2/23/2021
P2799,Dr. Susan Miller,West,Out-of-Network,Capitated,High,Group A,10/17/2017
P2800,Dr. Michael Davis,Northeast,In-Network,Shared Savings,Low,Group C,2/2/2019
P2801,Dr. James Williams,Northeast,Out-of-Network,Shared Savings,Low,Group A,12/4/2015
P2802,Dr. Patricia Smith,Midwest,Out-of-Network,Fee-for-Service,Medium,Independent,1/10/2018
P2803,Dr. Susan Williams,Midwest,Out-of-Network,Value-Based,Low,Independent,3/3/2016
P2804,Dr. Michael Williams,Midwest,In-Network,Fee-for-Service,High,Group B,12/8/2020
P2805,Dr. William Smith,West,Out-of-Network,Capitated,Medium,Group A,9/15/2017
P2806,Dr. Linda Johnson,Northeast,In-Network,Fee-for-Service,Medium,Independent,10/10/2016
P2807,Dr. Michael Jones,Northeast,In-Network,Fee-for-Service,Medium,Group A,9/14/2019
P2808,Dr. Robert Brown,West,In-Network,Fee-for-Service,Medium,Group B,11/20/2016
P2809,Dr. Richard Williams,West,In-Network,Shared Savings,Medium,Academic,12/13/2025
P2810,Dr. Robert Wilson,Northeast,Out-of-Network,Value-Based,Low,Academic,3/2/2019
P2811,Dr. Michael Johnson,Northeast,In-Network,Fee-for-Service,Medium,Independent,1/31/2023
P2812,Dr. Elizabeth Miller,Midwest,Out-of-Network,Capitated,Low,Independent,1/14/2026
P2813,Dr. James Williams,Northeast,Out-of-Network,Fee-for-Service,Medium,Group C,5/18/2023
P2814,Dr. Jennifer Miller,Midwest,In-Network,Shared Savings,High,Independent,12/5/2017
P2815,Dr. John Garcia,South,In-Network,Capitated,Low,Group C,4/19/2016
P2816,Dr. Jennifer Garcia,West,Out-of-Network,Shared Savings,High,Group A,7/11/2016
P2817,Dr. David Davis,South,Out-of-Network,Value-Based,Medium,Independent,3/12/2016
P2818,Dr. William Johnson,Midwest,Out-of-Network,Capitated,High,Group C,1/23/2024
P2819,Dr. Mary Wilson,Northeast,Out-of-Network,Value-Based,High,Group C,3/7/2019
P2820,Dr. Linda Miller,West,In-Network,Fee-for-Service,Low,Group C,6/1/2022
P2821,Dr. Elizabeth Davis,South,In-Network,Fee-for-Service,Low,Group A,9/15/2018
P2822,Dr. Barbara Smith,South,In-Network,Fee-for-Service,Low,Group A,7/10/2021
P2823,Dr. John Davis,Midwest,In-Network,Value-Based,Medium,Group B,3/24/2018
P2824,Dr. Elizabeth Smith,South,In-Network,Shared Savings,Medium,Group A,11/15/2025
P2825,Dr. Robert Anderson,South,Out-of-Network,Value-Based,Low,Independent,8/2/2021
P2826,Dr. Richard Smith,West,In-Network,Fee-for-Service,Medium,Independent,8/10/2015
P2827,Dr. Jennifer Miller,Northeast,In-Network,Shared Savings,Low,Academic,1/16/2022
P2828,Dr. Mary Anderson,South,In-Network,Capitated,Low,Group C,12/15/2017
P2829,Dr. David Taylor,Midwest,In-Network,Capitated,Medium,Academic,4/24/2022
P2830,Dr. Barbara Jones,South,In-Network,Capitated,High,Group B,10/4/2025
P2831,Dr. Richard Garcia,West,In-Network,Shared Savings,High,Group C,4/12/2020
P2832,Dr. John Smith,South,Out-of-Network,Fee-for-Service,Medium,Independent,9/29/2024
P2833,Dr. James Williams,West,Out-of-Network,Value-Based,Low,Academic,2/18/2016
P2834,Dr. Jennifer Taylor,Midwest,In-Network,Value-Based,Medium,Group A,9/23/2017
P2835,Dr. David Anderson,Midwest,In-Network,Capitated,Low,Group B,11/13/2024
P2836,Dr. James Taylor,West,In-Network,Capitated,Medium,Group B,11/29/2017
P2837,Dr. William Davis,Midwest,Out-of-Network,Fee-for-Service,Medium,Group C,3/30/2020
P2838,Dr. Jennifer Jones,West,In-Network,Shared Savings,Low,Independent,5/11/2024
P2839,Dr. Patricia Brown,South,In-Network,Shared Savings,High,Group C,4/28/2016
P2840,Dr. Jennifer Brown,West,Out-of-Network,Fee-for-Service,High,Academic,9/27/2024
P2841,Dr. Patricia Jones,South,Out-of-Network,Shared Savings,Low,Group B,12/10/2019
P2842,Dr. David Williams,Midwest,In-Network,Fee-for-Service,High,Independent,2/23/2021
P2843,Dr. Jennifer Davis,West,Out-of-Network,Fee-for-Service,High,Group B,11/6/2019
P2844,Dr. Michael Thomas,West,Out-of-Network,Value-Based,Low,Group C,4/4/2022
P2845,Dr. John Thomas,Northeast,In-Network,Shared Savings,Low,Independent,5/27/2024
P2846,Dr. Susan Jones,Northeast,Out-of-Network,Fee-for-Service,Medium,Group A,3/9/2018
P2847,Dr. Robert Johnson,South,Out-of-Network,Shared Savings,Medium,Group B,4/26/2017
P2848,Dr. James Smith,Midwest,In-Network,Shared Savings,Medium,Independent,3/15/2017
P2849,Dr. David Johnson,South,Out-of-Network,Shared Savings,Medium,Group A,8/20/2022
P2850,Dr. Michael Jones,Northeast,Out-of-Network,Fee-for-Service,High,Academic,11/14/2023
P2851,Dr. Barbara Miller,Northeast,In-Network,Fee-for-Service,Low,Group B,8/29/2017
P2852,Dr. Michael Davis,Northeast,In-Network,Shared Savings,Medium,Group A,12/29/2025
P2853,Dr. Robert Davis,South,Out-of-Network,Capitated,High,Group A,4/2/2019
P2854,Dr. Elizabeth Davis,West,In-Network,Value-Based,Medium,Group B,3/19/2024
P2855,Dr. Barbara Wilson,West,In-Network,Fee-for-Service,High,Group C,3/28/2019
P2856,Dr. William Smith,South,Out-of-Network,Value-Based,High,Group B,8/26/2023
P2857,Dr. Mary Brown,West,Out-of-Network,Fee-for-Service,Medium,Independent,8/1/2024
P2858,Dr. Michael Miller,Northeast,Out-of-Network,Capitated,Medium,Independent,4/24/2016
P2859,Dr. Elizabeth Jones,Midwest,Out-of-Network,Shared Savings,Low,Academic,7/30/2023
P2860,Dr. John Miller,Midwest,In-Network,Capitated,Medium,Group C,1/23/2024
P2861,Dr. William Williams,Northeast,In-Network,Value-Based,Low,Group B,2/8/2019
P2862,Dr. Barbara Williams,Midwest,Out-of-Network,Fee-for-Service,Medium,Independent,12/1/2025
P2863,Dr. Richard Williams,South,In-Network,Capitated,High,Group A,12/13/2017
P2864,Dr. David Johnson,South,In-Network,Fee-for-Service,Medium,Group C,10/17/2017
P2865,Dr. James Anderson,West,In-Network,Shared Savings,High,Independent,1/7/2022
P2866,Dr. David Smith,Midwest,In-Network,Fee-for-Service,Medium,Group C,8/25/2024
P2867,Dr. Mary Anderson,Northeast,In-Network,Value-Based,High,Group C,3/7/2024
P2868,Dr. James Davis,South,In-Network,Capitated,High,Group C,10/17/2019
P2869,Dr. Patricia Davis,West,In-Network,Fee-for-Service,Low,Group A,9/30/2025
P2870,Dr. Jennifer Johnson,Northeast,Out-of-Network,Capitated,Low,Academic,6/14/2024
P2871,Dr. Patricia Thomas,Midwest,In-Network,Shared Savings,Low,Academic,8/15/2019
P2872,Dr. Patricia Garcia,Northeast,Out-of-Network,Shared Savings,Low,Independent,3/27/2020
P2873,Dr. Michael Taylor,South,In-Network,Value-Based,Medium,Academic,5/5/2018
P2874,Dr. John Williams,Northeast,In-Network,Value-Based,Low,Group C,8/6/2020
P2875,Dr. Susan Taylor,Midwest,Out-of-Network,Capitated,Low,Group C,8/17/2015
P2876,Dr. Richard Taylor,West,Out-of-Network,Value-Based,High,Group A,9/11/2017
P2877,Dr. Linda Taylor,West,Out-of-Network,Shared Savings,High,Group A,12/8/2018
P2878,Dr. Susan Johnson,West,Out-of-Network,Capitated,Low,Group C,6/28/2019
P2879,Dr. Barbara Williams,Midwest,Out-of-Network,Value-Based,High,Group B,1/15/2024
P2880,Dr. William Miller,Northeast,Out-of-Network,Shared Savings,Low,Independent,3/18/2022
P2881,Dr. Michael Williams,South,In-Network,Shared Savings,High,Group A,10/6/2023
P2882,Dr. Patricia Brown,South,In-Network,Shared Savings,Low,Independent,6/4/2025
P2883,Dr. Patricia Thomas,West,Out-of-Network,Value-Based,High,Group C,4/5/2020
P2884,Dr. Barbara Thomas,West,In-Network,Shared Savings,Low,Academic,4/16/2020
P2885,Dr. James Williams,South,In-Network,Capitated,Low,Group A,11/12/2015
P2886,Dr. James Brown,West,Out-of-Network,Shared Savings,Low,Independent,11/23/2016
P2887,Dr. James Brown,Midwest,Out-of-Network,Value-Based,Medium,Independent,2/19/2019
P2888,Dr. Patricia Anderson,Midwest,Out-of-Network,Value-Based,High,Group B,1/27/2022
P2889,Dr. James Williams,Northeast,Out-of-Network,Capitated,Medium,Group C,9/11/2016
P2890,Dr. Susan Johnson,Northeast,In-Network,Value-Based,High,Academic,1/20/2017
P2891,Dr. John Thomas,West,In-Network,Shared Savings,Low,Group B,11/30/2022
P2892,Dr. James Garcia,Midwest,Out-of-Network,Value-Based,Low,Academic,2/1/2023
P2893,Dr. Susan Miller,West,Out-of-Network,Value-Based,Medium,Group B,3/2/2023
P2894,Dr. William Williams,West,In-Network,Shared Savings,Medium,Academic,5/12/2024
P2895,Dr. David Anderson,West,Out-of-Network,Shared Savings,High,Group B,2/16/2021
P2896,Dr. William Johnson,West,Out-of-Network,Value-Based,Medium,Group A,11/3/2021
P2897,Dr. Linda Garcia,Midwest,Out-of-Network,Shared Savings,Medium,Group B,3/8/2025
P2898,Dr. Susan Davis,West,Out-of-Network,Value-Based,Medium,Independent,11/21/2016
P2899,Dr. Richard Jones,West,In-Network,Shared Savings,High,Group A,4/2/2020
P2900,Dr. Richard Taylor,West,In-Network,Capitated,Low,Group A,8/13/2015
P2901,Dr. Richard Taylor,South,Out-of-Network,Value-Based,Medium,Group C,11/27/2020
P2902,Dr. Mary Miller,West,In-Network,Shared Savings,Low,Academic,11/18/2025
P2903,Dr. Susan Jones,West,Out-of-Network,Fee-for-Service,Low,Group C,9/20/2025
P2904,Dr. Robert Anderson,South,In-Network,Fee-for-Service,High,Academic,12/26/2023
P2905,Dr. William Garcia,Northeast,In-Network,Capitated,High,Group B,8/22/2018
P2906,Dr. Robert Anderson,South,In-Network,Fee-for-Service,Medium,Academic,5/27/2019
P2907,Dr. Patricia Davis,Midwest,In-Network,Capitated,Low,Academic,3/4/2021
P2908,Dr. Michael Anderson,South,In-Network,Value-Based,Medium,Group C,1/5/2017
P2909,Dr. James Brown,Northeast,In-Network,Value-Based,Medium,Academic,3/29/2025
P2910,Dr. Linda Brown,Northeast,Out-of-Network,Shared Savings,Low,Group C,11/13/2017
P2911,Dr. Robert Smith,Midwest,Out-of-Network,Capitated,Low,Group C,9/18/2015
P2912,Dr. Mary Jones,West,In-Network,Value-Based,Medium,Academic,3/4/2024
P2913,Dr. Susan Thomas,West,In-Network,Capitated,High,Group B,10/8/2016
P2914,Dr. Jennifer Wilson,Northeast,Out-of-Network,Fee-for-Service,Low,Group A,1/5/2023
P2915,Dr. Richard Jones,South,Out-of-Network,Fee-for-Service,High,Group C,8/27/2019
P2916,Dr. Jennifer Garcia,West,In-Network,Shared Savings,Medium,Academic,4/28/2020
P2917,Dr. Barbara Johnson,Midwest,Out-of-Network,Fee-for-Service,Medium,Group C,7/25/2018
P2918,Dr. Elizabeth Smith,South,In-Network,Fee-for-Service,Medium,Group A,6/23/2018
P2919,Dr. Mary Taylor,Midwest,In-Network,Shared Savings,Low,Group B,4/15/2021
